gen,bestIsSolutionB4start,dynamicConstraintsB4,currentOperator,sumDiff/AC,improvedChromes,affectedChromes,diversity,bestBeforeOpStarts
1100,false,[45/81],mutationInterRaceXCOP,0.004750265675393166,35,100,2.822684409E7,2.60181587E8
1100,false,[45/81],mutationInterRaceXCOP,0.005636733971005015,46,80,2.822684409E7,2.60181587E8
1100,false,[45/81],interRaceX,1.770467907E7,7,100,2.9997311997000005E7,2.67406642E8
1101,false,[45/81],mutationChangeTrack,0.008122564647201215,10,100,2.8226846382999998E7,2.60181549E8
1101,false,[45/81],mutationChangeTrack,0.0,0,82,2.8226846382999998E7,2.60181549E8
1101,false,[45/81],interRaceX,2.095651757E7,10,100,694128.6399999977,2.67406642E8
1102,false,[45/81],mutationChangeTrack,0.0026496634786599316,7,100,2.8226847130999997E7,2.60181549E8
1102,false,[45/81],mutationChangeTrack,0.002269563139930671,9,86,2.8226847130999997E7,2.60181549E8
1102,false,[45/81],interRaceX,2.095659412E7,11,100,694168.2430000007,2.67406642E8
1103,false,[45/81],mutationChangeTrack,0.011303577754151774,7,100,2.8234071457E7,2.60181444E8
1103,false,[45/81],mutationChangeTrack,0.0,7,83,2.8234071457E7,2.60181444E8
1103,false,[45/81],interRaceX,1.799376895E7,9,100,3.0033448351999998E7,2.67406642E8
1104,false,[45/81],mutationChangeTrack,0.004272051009756979,10,100,2.8234072537E7,2.60181444E8
1104,false,[45/81],mutationChangeTrack,2.1599578368051615E-4,9,82,2.8234072537E7,2.60181444E8
1104,false,[45/81],interRaceX,1.192358633E7,10,100,2.9426431169999998E7,2.67406642E8
1105,false,[45/81],mutationChangeTrack,0.0064399574922572355,12,100,2.8226842547000002E7,2.60181444E8
1105,false,[45/81],mutationChangeTrack,0.0,7,81,2.8226842547000002E7,2.60181444E8
1105,false,[45/81],interRaceX,1.466959223E7,5,100,788241.6579999983,2.67406642E8
1106,false,[45/81],mutationChangeTrack,0.0030251505489286503,8,100,2.8226842189E7,2.60181444E8
1106,false,[45/81],mutationChangeTrack,0.001964812846854329,4,75,2.8226842189E7,2.60181444E8
1106,false,[45/81],interRaceX,2.088428145E7,11,100,3.0315270334E7,2.67406642E8
1107,false,[45/81],mutationChangeTrack,0.006882748848729534,9,100,2.8226844376E7,2.60181444E8
1107,false,[45/81],mutationChangeTrack,0.0,1,76,2.8226844376E7,2.60181444E8
1107,false,[45/81],interRaceX,2.680986145E7,10,100,1279744.0209999979,2.67406642E8
1108,false,[45/81],mutationChangeTrack,0.0022600070846965537,2,100,2.8234071058999997E7,2.60181444E8
1108,false,[45/81],mutationChangeTrack,1.5306367878773375E-4,1,81,2.8234071058999997E7,2.60181444E8
1108,false,[45/81],interRaceX,1.784919869E7,7,100,390666.42799999716,2.67406642E8
1109,false,[45/81],mutationChangeTrack,0.0,0,100,2.8234071058999997E7,2.60181444E8
1109,false,[45/81],mutationChangeTrack,0.0,0,79,2.8234071058999997E7,2.60181444E8
1109,false,[45/81],interRaceX,2.088427712E7,14,100,694265.2709999979,2.67406642E8
1112,false,[45/81],mutationKemp4,0.019865391427738358,32,100,2.8234073641000003E7,2.60181444E8
1112,false,[45/81],mutationKemp4,0.007012918297513801,15,79,2.8234073641000003E7,2.60181444E8
1112,false,[45/81],interRaceX,1.784917254E7,8,100,3.0018990894999996E7,2.67406642E8
1115,false,[45/81],interRaceX,2.066750434E7,9,100,3.0300821813E7,2.67406642E8
1116,false,[45/81],interRaceX,1.481409898E7,9,100,2.9715481277E7,2.60181587E8
1117,false,[45/81],interRaceX,2.182368878E7,16,100,656993.3430000007,2.60181587E8
1118,false,[45/81],interRaceX,2.218504879E7,25,100,563202.1720000028,2.52955501E8
1119,false,[45/81],interRaceX,1.980039433E7,33,100,43757.55699999928,2.45728987E8
1120,false,[45/81],interRaceX,2.71713089E7,49,100,939809.4379999995,2.45728924E8
1121,false,[45/81],interRaceX,2.211257446E7,50,100,708914.1430000007,2.38502146E8
1122,false,[45/81],interRaceX,2.045063307E7,61,100,3.1269107348E7,2.31276608E8
1123,false,[50/81],mutationClusterMulti,0.0,0,100,2.9729868947E7,2.24051102E8
1123,false,[50/81],mutationClusterMulti,0.0,0,94,2.9729868947E7,2.24051102E8
1123,false,[50/81],interRaceX,2.435288253E7,57,100,369048.60000000003,2.31275462E8
1124,false,[50/81],mutationClusterMulti,0.0,0,100,3.0322417577999998E7,2.24049598E8
1124,false,[50/81],mutationClusterMulti,0.0,0,83,3.0322417577999998E7,2.24049598E8
1124,false,[50/81],interRaceX,1.958352604E7,48,100,3.2280770182E7,2.31275462E8
1125,false,[50/81],mutationClusterMulti,0.0,0,100,3.0943878630000003E7,2.24049546E8
1125,false,[50/81],mutationClusterMulti,0.0,0,48,3.0943878630000003E7,2.24049546E8
1125,false,[50/81],interRaceX,2.522017397E7,31,100,498270.1729999989,2.31275261E8
1126,false,[50/81],mutationClusterMulti,0.0,0,100,3.1189579918E7,2.24049546E8
1126,false,[50/81],mutationClusterMulti,0.0,0,69,3.1189579918E7,2.24049546E8
1126,false,[50/81],interRaceX,1.459723659E7,21,100,3.2649303576999996E7,2.31275261E8
1127,false,[50/81],mutationSinglePoint,0.0,0,100,3.1319653913E7,2.24049546E8
1127,false,[50/81],mutationSinglePoint,0.0,0,54,3.1319653913E7,2.24049546E8
1127,false,[50/81],interRaceX,2.68099087E7,13,100,3.400064478300001E7,2.31275261E8
1129,false,[50/81],mutationClusterMulti,0.0,0,100,3.133410549E7,2.24049546E8
1129,false,[50/81],mutationClusterMulti,0.0,0,51,3.133410549E7,2.24049546E8
1129,false,[50/81],interRaceX,1.625946355E7,7,100,3.2960051845E7,2.31275261E8
1132,false,[50/81],interRaceX,1.040591072E7,8,100,3.2374696562000003E7,2.31275261E8
1135,false,[50/81],interRaceX,1.344115612E7,6,100,1256960.3680000007,2.31275261E8
1136,false,[50/81],mutationKemp5,0.08973432518614573,62,100,3.1355800588999998E7,2.24049546E8
1136,false,[50/81],mutationKemp5,0.12210622825117681,28,51,3.1355800588999998E7,2.24049465E8
1136,false,[50/81],interRaceX,2.305221869E7,9,100,302983.6419999987,2.31275261E8
1137,false,[50/81],mutationSinglePoint,0.0,0,100,3.1370247990999997E7,2.24049465E8
1137,false,[50/81],mutationSinglePoint,0.0,0,66,3.1370247990999997E7,2.24049465E8
1137,false,[50/81],interRaceX,1.654840362E7,7,100,3.3025088352999996E7,2.31275261E8
1138,false,[50/81],mutationSinglePoint,0.0,0,100,3.1377470425E7,2.24049465E8
1138,false,[50/81],mutationSinglePoint,0.0,0,57,3.1377470425E7,2.24049465E8
1138,false,[50/81],interRaceX,2.630404599E7,9,100,3.4007875024E7,2.31275261E8
1142,false,[50/81],mutationInterRaceXCOP,0.07115125752650783,52,100,3.1377490511000004E7,2.24049465E8
1142,false,[50/81],mutationInterRaceXCOP,0.04095056616191367,31,58,3.1377490511000004E7,2.24049112E8
1142,false,[50/81],interRaceX,1.994484013E7,12,100,130484.82400000095,2.31275261E8
1145,false,[50/81],interRaceX,1.943906902E7,8,100,838709.2539999991,2.31275261E8
1146,false,[50/81],mutationKemp3,0.06880977683278616,47,100,3.1413646180999998E7,2.24049112E8
1146,false,[50/81],mutationKemp3,0.016351856294814723,18,62,3.1413646180999998E7,2.24049112E8
1146,false,[50/81],interRaceX,2.319665526E7,10,100,492250.0069999993,2.31275261E8
1147,false,[50/81],mutationGroupSwap,0.04797024442086695,22,100,3.1413659723E7,2.24049112E8
1147,false,[50/81],mutationGroupSwap,0.0,0,64,3.1413659723E7,2.24049112E8
1147,false,[50/81],interRaceX,1.336880726E7,4,100,490719.35099999903,2.31275261E8
1148,false,[50/81],mutationInterRaceXCOP,0.026900460503820795,55,100,3.1413667316999998E7,2.24049112E8
1148,false,[50/81],mutationInterRaceXCOP,0.01928423448054783,29,66,3.1413667316999998E7,2.24049112E8
1148,false,[50/81],interRaceX,1.662063153E7,6,100,557329.4699999988,2.31275261E8
1149,false,[50/81],crossoverKempe,0.0,0,100,3.1406438603999995E7,2.24049112E8
1149,false,[50/81],crossoverKempe,0.0,0,68,3.1406438603999995E7,2.24049112E8
1149,false,[50/81],interRaceX,9900204.79,5,100,3.2396459083000004E7,2.31275261E8
1150,false,[50/81],mutationClusterMulti,0.0,0,100,3.1413664457E7,2.24049112E8
1150,false,[50/81],mutationClusterMulti,0.0,1,71,3.1413664457E7,2.24049112E8
1150,false,[50/81],interRaceX,1.647614711E7,5,100,179552.43199999927,2.31275261E8
1151,false,[50/81],mutationKemp4,0.04068721218500286,52,100,3.1413675943E7,2.24049112E8
1151,false,[50/81],mutationKemp4,0.016534203449288763,26,71,3.1413675943E7,2.24049112E8
1151,false,[50/81],interRaceX,1.344106575E7,4,100,1206440.6819999993,2.31275261E8
1152,false,[50/81],mutationChangeTrack,0.0253772582358215,14,100,3.1413683107E7,2.24049112E8
1152,false,[50/81],mutationChangeTrack,0.003025740937421991,2,72,3.1413683107E7,2.24049112E8
1152,false,[50/81],interRaceX,1.65484939E7,7,100,549525.6969999999,2.31275261E8
1153,false,[50/81],interRaceX,0.0,0,100,3.1420909291999996E7,2.2404898E8
1153,false,[50/81],interRaceX,0.0,0,70,3.1420909291999996E7,2.2404898E8
1153,false,[50/81],interRaceX,2.312449062E7,13,100,491693.55399999913,2.31275261E8
1154,false,[50/81],interRaceX,0.0,0,100,3.1428135928999998E7,2.2404898E8
1154,false,[50/81],interRaceX,0.0,0,72,3.1428135928999998E7,2.2404898E8
1154,false,[50/81],interRaceX,1.618711481E7,5,100,3.3046847410000004E7,2.31275261E8
1155,false,[50/81],mutationSinglePoint,0.0,0,100,3.1428135928999998E7,2.2404898E8
1155,false,[50/81],mutationSinglePoint,0.0,0,64,3.1428135928999998E7,2.2404898E8
1155,false,[50/81],interRaceX,2.334121493E7,7,100,3.3783928849E7,2.31275261E8
1157,false,[50/81],interRaceX,0.0,0,100,3.1413665694999997E7,2.2404898E8
1157,false,[50/81],interRaceX,0.0,0,66,3.1413665694999997E7,2.2404898E8
1157,false,[50/81],interRaceX,2.348585602E7,10,100,201615.80300000013,2.31275261E8
1158,false,[50/81],interRaceX,0.0,0,100,3.1428118807E7,2.2404898E8
1158,false,[50/81],interRaceX,0.0,0,68,3.1428118807E7,2.2404898E8
1158,false,[50/81],interRaceX,1.322432594E7,4,100,3.2750551401E7,2.31275261E8
1159,false,[50/81],interRaceX,0.0,0,100,3.1428120858000003E7,2.2404898E8
1159,false,[50/81],interRaceX,0.0,0,68,3.1428120858000003E7,2.2404898E8
1159,false,[50/81],interRaceX,9683332.79,3,100,121949.56299999951,2.31275261E8
1162,false,[50/81],mutationGroupSwap,0.03901168969197897,15,100,3.1428131871000003E7,2.2404898E8
1162,false,[50/81],mutationGroupSwap,0.0,0,67,3.1428131871000003E7,2.2404898E8
1162,false,[50/81],interRaceX,2.637626384E7,8,100,1547376.1550000012,2.31275261E8
1163,false,[50/81],mutationSinglePoint,0.0,0,100,3.1428131871000003E7,2.2404898E8
1163,false,[50/81],mutationSinglePoint,0.0,0,64,3.1428131871000003E7,2.2404898E8
1163,false,[50/81],interRaceX,2.962819862E7,9,100,1149613.1330000013,2.31275261E8
1164,false,[50/81],interRaceX,1.987254517E7,9,100,1619141.7879999995,2.31275261E8
1165,false,[50/81],mutationKemp3,0.030138150903221684,48,100,3.1428137011E7,2.2404898E8
1165,false,[50/81],mutationKemp3,0.017115898625254915,25,66,3.1428137011E7,2.2404898E8
1165,false,[50/81],interRaceX,2.334123155E7,10,100,672647.7379999995,2.31275261E8
1166,false,[50/81],mutationKemp4,0.06617782500848989,56,100,2.8956632836000003E7,2.2404898E8
1166,false,[50/81],mutationKemp4,0.026971038082420025,44,79,2.8956632836000003E7,2.2404898E8
1166,false,[50/81],interRaceX,3.273553725E7,12,100,288703.23899999855,2.31275261E8
1167,false,[50/81],mutationKemp5,0.0886928799150337,60,100,3.1269101501999997E7,2.2404898E8
1167,false,[50/81],mutationKemp5,0.01611517913151558,24,73,3.1269101501999997E7,2.2404898E8
1167,false,[50/81],interRaceX,1.987258816E7,8,100,3.3256360318E7,2.31275261E8
1168,false,[50/81],mutationKemp2,0.07877081119440846,57,100,3.1305254921000004E7,2.2404898E8
1168,false,[50/81],mutationKemp2,0.01880459293400835,36,82,3.1305254921000004E7,2.2404898E8
1168,false,[50/81],interRaceX,2.3052124E7,10,100,3.3610467321E7,2.31275261E8
1169,false,[50/81],interRaceX,0.0,0,100,3.1326921696000002E7,2.24048921E8
1169,false,[50/81],interRaceX,0.0,0,78,3.1326921696000002E7,2.24048921E8
1169,false,[50/81],interRaceX,1.64039137E7,6,100,3.2967313065999996E7,2.31275261E8
1170,false,[50/81],interRaceX,0.0,0,100,3.1326929716E7,2.24048921E8
1170,false,[50/81],interRaceX,0.0,0,78,3.1326929716E7,2.24048921E8
1170,false,[50/81],interRaceX,2.652084523E7,9,100,737756.2310000003,2.31275261E8
1171,false,[50/81],mutationInterRaceXCOP,0.027343251860002055,49,100,3.1334163229E7,2.24048921E8
1171,false,[50/81],mutationInterRaceXCOP,0.014344253333861778,45,81,3.1334163229E7,2.24048921E8
1171,false,[50/81],interRaceX,2.970047472E7,12,100,3.4304210701000005E7,2.31275261E8
1172,false,[50/81],mutationSwapCOP,0.0,0,100,3.1355841176999997E7,2.24048921E8
1172,false,[50/81],mutationSwapCOP,0.0,0,83,3.1355841176999997E7,2.24048921E8
1172,false,[50/81],interRaceX,1.654843886E7,7,100,491922.2629999995,2.31273454E8
1173,false,[50/81],crossoverKempe,0.0,0,100,3.135583536E7,2.24048921E8
1173,false,[50/81],crossoverKempe,0.0,0,77,3.135583536E7,2.24048921E8
1173,false,[50/81],interRaceX,2.276310666E7,9,100,1836570.525999999,2.31273454E8
1174,false,[50/81],interRaceX,2.630402999E7,10,100,730710.7310000003,2.31273454E8
1175,false,[50/81],mutationClusterMulti,0.0,1,100,3.1348603753E7,2.24048921E8
1175,false,[50/81],mutationClusterMulti,0.0,0,80,3.1348603753E7,2.24048921E8
1175,false,[50/81],interRaceX,1.958351397E7,10,100,65626.65,2.31273454E8
1176,false,[50/81],mutationKemp1,0.06674459794565336,54,100,3.1355845744E7,2.24048921E8
1176,false,[50/81],mutationKemp1,0.010428276440063378,23,82,3.1355845744E7,2.24048921E8
1176,false,[50/81],interRaceX,2.666536331E7,12,100,664421.825,2.31273454E8
1178,false,[50/81],interRaceX,0.0,0,100,3.1377520718000002E7,2.24048921E8
1178,false,[50/81],interRaceX,0.0,0,77,3.1377520718000002E7,2.24048921E8
1178,false,[50/81],interRaceX,1.654834426E7,8,100,514012.54399999976,2.31273454E8
1179,false,[50/81],interRaceX,0.0,0,100,3.1384739876999997E7,2.24048921E8
1179,false,[50/81],interRaceX,0.0,0,79,3.1384739876999997E7,2.24048921E8
1179,false,[50/81],interRaceX,1.00447168E7,9,100,3.1666523557E7,2.31273454E8
1182,false,[50/81],mutationKemp3,0.03645412681536982,35,100,3.1384749339999996E7,2.24048921E8
1182,false,[50/81],mutationKemp3,0.009329613885711296,19,80,3.1384749339999996E7,2.24048921E8
1182,false,[50/81],interRaceX,1.647623266E7,7,100,209028.19399999976,2.31273454E8
1183,false,[50/81],mutationInterRaceXCOP,0.023815090329153462,48,100,3.1384754593000002E7,2.24048921E8
1183,false,[50/81],mutationInterRaceXCOP,0.011538552367128432,47,75,3.1384754593000002E7,2.24048921E8
1183,false,[50/81],interRaceX,2.644858529E7,11,100,1510666.5219999999,2.31273454E8
1184,false,[50/81],mutationKemp5,0.06191640099190408,56,100,3.1377541184000004E7,2.24048921E8
1184,false,[50/81],mutationKemp5,0.007603051588464551,19,82,3.1377541184000004E7,2.24048921E8
1184,false,[50/81],interRaceX,1.980031818E7,10,100,838514.8020000011,2.31273454E8
1185,false,[50/81],mutationClusterMulti,0.0,0,100,3.1399214289999995E7,2.24048921E8
1185,false,[50/81],mutationClusterMulti,0.0,0,86,3.1399214289999995E7,2.24048921E8
1185,false,[50/81],interRaceX,1.647616021E7,5,100,917238.3639999985,2.31273454E8
1186,false,[50/81],mutationChangeTrack,0.029489904356887565,13,100,3.1406438052999996E7,2.24048921E8
1186,false,[50/81],mutationChangeTrack,0.0,0,82,3.1406438052999996E7,2.24048921E8
1186,false,[50/81],interRaceX,2.680984001E7,13,100,846143.9539999992,2.31273454E8
1187,false,[50/81],mutationKemp1,0.03872121856169542,32,100,3.1413677395E7,2.24048921E8
1187,false,[50/81],mutationKemp1,0.007892313142462323,11,75,3.1413677395E7,2.24048921E8
1187,false,[50/81],interRaceX,2.305224082E7,9,100,3.3718901477E7,2.31273454E8
1188,false,[50/81],interRaceX,1.980028425E7,8,100,875089.1199999988,2.31273454E8
1189,false,[50/81],crossoverKempe,0.0,4,100,3.1413677395E7,2.24048921E8
1189,false,[50/81],crossoverKempe,0.0,6,82,3.1413677395E7,2.24048921E8
1189,false,[50/81],interRaceX,2.326890527E7,9,100,223472.07800000013,2.31273454E8
1190,false,[50/81],interRaceX,1.980042589E7,7,100,152143.48400000035,2.31273454E8
1191,false,[50/81],mutationSwapCOP,0.0,0,100,3.1413677395E7,2.24048921E8
1191,false,[50/81],mutationSwapCOP,0.0,0,80,3.1413677395E7,2.24048921E8
1191,false,[50/81],interRaceX,1.654840732E7,6,100,172835.17299999893,2.31273454E8
1194,false,[50/81],mutationChangeTrack,0.018753099539899266,25,100,3.1413682689E7,2.24048921E8
1194,false,[50/81],mutationChangeTrack,0.0,3,82,3.1413682689E7,2.24048921E8
1194,false,[50/81],interRaceX,2.334122752E7,9,100,3.3747805441E7,2.31273454E8
1195,false,[50/81],mutationSinglePoint,0.0,0,100,3.1420908798E7,2.24048921E8
1195,false,[50/81],mutationSinglePoint,0.0,0,79,3.1420908798E7,2.24048921E8
1195,false,[50/81],interRaceX,1.965577579E7,8,100,867886.3189999998,2.31273454E8
1196,false,[50/81],crossoverKempe,0.0,0,100,3.1420908639999997E7,2.24048921E8
1196,false,[50/81],crossoverKempe,0.0,8,78,3.1420908639999997E7,2.24048921E8
1196,false,[50/81],interRaceX,1.965582045E7,10,100,3.3386490685000002E7,2.31273454E8
1197,false,[50/81],mutationClusterMulti,0.0,8,100,3.1420908639999997E7,2.24048921E8
1197,false,[50/81],mutationClusterMulti,0.0,3,77,3.1420908639999997E7,2.24048921E8
1197,false,[50/81],interRaceX,2.623184018E7,10,100,802502.6580000013,2.31273454E8
1198,false,[50/81],mutationKemp2,0.047718738930270774,60,100,3.1420917969E7,2.24048921E8
1198,false,[50/81],mutationKemp2,0.017081395402216572,31,77,3.1420917969E7,2.24048921E8
1198,false,[50/81],interRaceX,1.669286123E7,9,100,3.2367516091999996E7,2.31273454E8
1199,false,[50/81],mutationKemp1,0.03273822174931411,39,100,3.1420926961E7,2.24048898E8
1199,false,[50/81],mutationKemp1,0.009515586255292873,20,80,3.1420926961E7,2.24048898E8
1199,false,[50/81],interRaceX,1.958354489E7,7,100,860415.35,2.31273454E8
1200,false,[50/81],mutationKemp1,0.015083244775014463,24,100,3.1420931219E7,2.24048898E8
1200,false,[50/81],mutationKemp1,0.009892606895690976,17,82,3.1420931219E7,2.24048898E8
1200,false,[50/81],interRaceX,2.312440982E7,13,100,528133.2389999985,2.31273454E8
1201,false,[50/81],interRaceX,1.980031774E7,9,100,137829.0699999988,2.31273454E8
1202,false,[50/81],mutationKemp4,0.04897626638339716,52,100,3.1399243764E7,2.24048898E8
1202,false,[50/81],mutationKemp4,0.008463183232949183,23,83,3.1399243764E7,2.24048898E8
1202,false,[50/81],interRaceX,2.283546968E7,10,100,1163944.6319999993,2.31273454E8
1203,false,[50/81],mutationInterRaceXCOP,0.019557208643091142,56,100,3.1406477264999997E7,2.24048898E8
1203,false,[50/81],mutationInterRaceXCOP,0.010416139534451455,39,84,3.1406477264999997E7,2.24048898E8
1203,false,[50/81],interRaceX,1.647609859E7,6,100,3.3054087124E7,2.31273454E8
1204,false,[50/81],mutationKemp5,0.03985476443413063,47,100,3.1413714948000003E7,2.24048898E8
1204,false,[50/81],mutationKemp5,0.007751453397042282,18,85,3.1413714948000003E7,2.24048898E8
1204,false,[50/81],interRaceX,1.662072856E7,8,100,165730.59600000083,2.31273454E8
1205,false,[50/81],mutationKemp3,0.021884520013991278,31,100,3.1428172571000002E7,2.24048898E8
1205,false,[50/81],mutationKemp3,0.004371653018204276,9,85,3.1428172571000002E7,2.24048898E8
1205,false,[50/81],interRaceX,2.680987272E7,10,100,3.4109159054E7,2.31273454E8
1206,false,[50/81],mutationSwapCOP,0.0,0,100,3.1442619196000006E7,2.24048898E8
1206,false,[50/81],mutationSwapCOP,0.0,0,82,3.1442619196000006E7,2.24048898E8
1206,false,[50/81],interRaceX,2.312445106E7,9,100,1236050.0020000013,2.31273454E8
1208,false,[50/81],mutationKemp1,0.011944739638856845,20,100,3.1442622568E7,2.24048898E8
1208,false,[50/81],mutationKemp1,0.0020589798088622045,6,80,3.1442622568E7,2.24048898E8
1208,false,[50/81],interRaceX,2.659315112E7,12,100,138109.4800000012,2.31273454E8
1209,false,[50/81],mutationKemp1,0.011197307828697376,10,100,3.1442625728999995E7,2.24048898E8
1209,false,[50/81],mutationKemp1,0.008121753752642558,11,83,3.1442625728999995E7,2.24048898E8
1209,false,[50/81],interRaceX,1.97281054E7,9,100,173885.46899999975,2.31273454E8
1212,false,[50/81],mutationKemp3,0.008894792773498921,13,100,3.1442628239999995E7,2.24048898E8
1212,false,[50/81],mutationKemp3,0.004078000397407223,7,82,3.1442628239999995E7,2.24048898E8
1212,false,[50/81],interRaceX,2.933919236E7,11,100,1857803.975999999,2.31273454E8
1213,false,[50/81],mutationKemp4,0.028937300743709784,48,100,3.1442636409E7,2.24048898E8
1213,false,[50/81],mutationKemp4,0.007376904003103845,19,80,3.1442636409E7,2.24048898E8
1213,false,[50/81],interRaceX,2.955597414E7,12,100,2602105.022999999,2.31273454E8
1214,false,[50/81],mutationGroupSwap,0.01008855827138177,4,100,3.1442639257E7,2.24048898E8
1214,false,[50/81],mutationGroupSwap,0.0,0,79,3.1442639257E7,2.24048898E8
1214,false,[50/81],interRaceX,1.3079823E7,4,100,3.2750621557E7,2.31273454E8
1215,false,[50/81],mutationKemp2,0.02400283386494266,41,100,3.1442646033000004E7,2.24048898E8
1215,false,[50/81],mutationKemp2,0.013708820403735444,26,80,3.1442646033000004E7,2.24048898E8
1215,false,[50/81],interRaceX,2.305220644E7,8,100,506522.09600000083,2.31273454E8
1216,false,[50/81],mutationClusterMulti,0.0,4,100,3.1442641251999997E7,2.24048898E8
1216,false,[50/81],mutationClusterMulti,0.0,7,83,3.1442641251999997E7,2.24048898E8
1216,false,[50/81],interRaceX,1.625936046E7,8,100,3.3068577298E7,2.31273454E8
1217,false,[50/81],mutationSinglePoint,0.0,0,100,3.1442641251999997E7,2.24048898E8
1217,false,[50/81],mutationSinglePoint,0.0,0,87,3.1442641251999997E7,2.24048898E8
1217,false,[50/81],interRaceX,1.662073451E7,5,100,136631.4969999999,2.31273454E8
1218,false,[50/81],interRaceX,2.312446003E7,8,100,1236497.9550000012,2.31273454E8
1219,false,[50/81],interRaceX,1.951118922E7,6,100,152411.87400000097,2.31273454E8
1220,false,[50/81],mutationKemp1,0.01804817569965962,22,100,3.1442644739E7,2.24048898E8
1220,false,[50/81],mutationKemp1,0.009187920651493186,18,80,3.1442644739E7,2.24048898E8
1220,false,[50/81],interRaceX,1.98003264E7,11,100,3.3422672357E7,2.31273454E8
1221,false,[50/81],mutationSwapCOP,0.0,0,100,3.1442639716999996E7,2.24048898E8
1221,false,[50/81],mutationSwapCOP,0.0,0,84,3.1442639716999996E7,2.24048898E8
1221,false,[50/81],interRaceX,1.654838668E7,9,100,578890.3849999994,2.31273454E8
1222,false,[50/81],mutationKemp5,0.03196953595484956,49,100,3.1442647772000004E7,2.24048898E8
1222,false,[50/81],mutationKemp5,0.00881103904290264,25,87,3.1442647772000004E7,2.24048898E8
1222,false,[50/81],interRaceX,1.980031218E7,8,100,180920.19000000058,2.31273454E8
1225,false,[50/81],interRaceX,1.669295782E7,6,100,3.3111940562000003E7,2.31273454E8
1226,false,[50/81],mutationKemp3,0.013574211832019501,23,100,3.1442648612E7,2.24048898E8
1226,false,[50/81],mutationKemp3,0.0075383984686197255,14,89,3.1442648612E7,2.24048898E8
1226,false,[50/81],interRaceX,1.322430823E7,5,100,3.2765079435000002E7,2.31273454E8
1227,false,[50/81],interRaceX,0.0,0,100,3.1442648612E7,2.24048898E8
1227,false,[50/81],interRaceX,0.0,0,87,3.1442648612E7,2.24048898E8
1227,false,[50/81],interRaceX,1.987263408E7,9,100,3.342991202E7,2.31273454E8
1228,false,[50/81],interRaceX,2.297993858E7,11,100,1221643.069999999,2.31273454E8
1229,false,[50/81],mutationSinglePoint,0.0,0,100,3.1442648612E7,2.24048898E8
1229,false,[50/81],mutationSinglePoint,0.0,0,88,3.1442648612E7,2.24048898E8
1229,false,[50/81],interRaceX,1.329656407E7,7,100,3.2772305019E7,2.31273454E8
1230,false,[50/81],mutationKemp5,0.019876018420181937,38,100,3.1442652507E7,2.24048898E8
1230,false,[50/81],mutationKemp5,0.010531141255598734,20,85,3.1442652507E7,2.24048898E8
1230,false,[50/81],interRaceX,1.654844126E7,7,100,129197.10699999929,2.31273454E8
1231,false,[50/81],mutationKemp1,0.011817215728078735,16,100,3.1435423061E7,2.24048898E8
1231,false,[50/81],mutationKemp1,0.005655372397720998,11,86,3.1435423061E7,2.24048898E8
1231,false,[50/81],interRaceX,1.300742363E7,5,100,505100.37599999906,2.31273454E8
1232,false,[50/81],mutationChangeTrack,0.007825008855870692,13,100,3.143542527E7,2.24048898E8
1232,false,[50/81],mutationChangeTrack,0.0,6,85,3.143542527E7,2.24048898E8
1232,false,[50/81],interRaceX,1.640390898E7,5,100,3.3075816168E7,2.31273454E8
1233,false,[50/81],mutationSwapCOP,0.0,0,100,3.144264735E7,2.24048898E8
1233,false,[50/81],mutationSwapCOP,0.0,0,87,3.144264735E7,2.24048898E8
1233,false,[50/81],interRaceX,1.654844166E7,6,100,3.3097491515999995E7,2.31273454E8
1234,false,[50/81],mutationClusterMulti,0.0,2,100,3.1442649169E7,2.24048898E8
1234,false,[50/81],mutationClusterMulti,0.0,14,81,3.1442649169E7,2.24048898E8
1234,false,[50/81],interRaceX,1.972804823E7,9,100,3.3415453991999995E7,2.31273454E8
1237,false,[50/81],mutationInterRaceXCOP,0.019153382924996548,44,100,3.1442654575999998E7,2.24048898E8
1237,false,[50/81],mutationInterRaceXCOP,0.006955470817389569,29,85,3.1442654575999998E7,2.24048898E8
1237,false,[50/81],interRaceX,1.654841982E7,7,100,578885.5580000014,2.31273454E8
1238,false,[50/81],mutationSinglePoint,0.0,0,100,3.1449880927999996E7,2.24048898E8
1238,false,[50/81],mutationSinglePoint,0.0,0,89,3.1449880927999996E7,2.24048898E8
1238,false,[50/81],interRaceX,1.965567917E7,7,100,3.3415448844999995E7,2.31273454E8
1239,false,[50/81],mutationChangeTrack,0.005437477860541548,10,100,3.1457108751E7,2.24048898E8
1239,false,[50/81],mutationChangeTrack,0.0,7,89,3.1457108751E7,2.24048898E8
1239,false,[50/81],interRaceX,1.307970516E7,4,100,246245.26699999868,2.31273454E8
1240,false,[50/81],mutationKemp3,0.010520722635701531,18,100,3.1457110637E7,2.24048898E8
1240,false,[50/81],mutationKemp3,0.009244203167765525,13,83,3.1457110637E7,2.24048898E8
1240,false,[50/81],interRaceX,2.312447882E7,10,100,585857.4879999995,2.31273454E8
1243,false,[50/81],mutationKemp5,0.021597591214522253,31,100,3.1392047781999998E7,2.24048898E8
1243,false,[50/81],mutationKemp5,0.0066274538885620635,16,86,3.1392047781999998E7,2.24048898E8
1243,false,[50/81],interRaceX,1.676521143E7,8,100,3.2345880925E7,2.31273454E8
